IIDx	IID	KE_correct	GB	KE	Family	Name_number
S269	1725	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S360	1719	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S395	1717	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S406	1716	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S409	1709	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S414	1701	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S433	1700	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S465	1696	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
S496	84	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almansoori	Name 142 
202	334	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
1644	331	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
1850	323	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
2055	316	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
2433	314	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
3869	308	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
S132	306	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
S294	300	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarar	Name 8d
404	544	Ras Al Khaimah	Dubai_Emirati	Dubai_Emirati	Almarashda	Other
726	536	Abu Dhabi	Dubai_Emirati	Dubai_Emirati	Almarashda	Other
2242	526	Umm Al Quwain	Dubai_Emirati	Dubai_Emirati	Almarashda	Other
4418	525	Abu Dhabi	Dubai_Emirati	Dubai_Emirati	Almarashda	Other
S222	522	Ras Al Khaimah	Dubai_Emirati	Dubai_Emirati	Almarashda	Other
222	564	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarri	Other
1558	559	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarri	Other
2920	554	Dubai	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarri	Other
FG8	548	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarri	Other
S77	545	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almarri	Other
427	1041	Umm Al Quwain	Dubai_Emirati	Dubai_Emirati	Almarshoodi	Other
458	841	Abu Dhabi	Dubai_Emirati	Dubai_Emirati	Almatrooshi	Other
3488	839	Abu Dhabi	Dubai_Emirati	Dubai_Emirati	Almatrooshi	Other
S382	838	Abu Dhabi	Dubai_Emirati	Dubai_Emirati	Almatrooshi	Other
13	3942	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
68	3939	Dubai	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
73	3934	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
180	3930	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
195	3929	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
350	3926	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
384	3923	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
415	3919	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
416	3914	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
495	3913	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
536	3912	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
569	3910	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
571	3907	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
616	3906	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
634	3902	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
798	3897	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
927	3896	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
960	3894	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1018	3893	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1070	3888	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1251	3869	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1270	3746	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1337	3745	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1463	3737	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1642	3732	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1646	3731	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1762	3729	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1885	3727	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
1955	3724	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2432	3723	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2485	3722	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2547	3703	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2557	3694	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2574	3684	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2895	3680	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
2941	3676	Unknown	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3070	3675	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3261	3674	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3293	3671	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3313	3669	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3590	3666	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3897	3664	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
3912	3663	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4034	3659	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4054	3658	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4125	3656	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4130	3653	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4184	3649	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4235	3647	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4267	3641	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4268	3637	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4284	3633	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4437	3632	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
4447	3626	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
FG155	3620	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S20	3619	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S45	3614	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S192	3613	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S218	3612	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S283	3602	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S311	3597	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S379	3592	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S387	3591	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S425	3590	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S429	3586	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
S451	3580	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almazrouei	Name 66 
132	S150	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
1035	S148	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
1587	S147	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
1709	S144	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
1781	S143	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
1871	S138	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2015	S137	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2214	S135	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2365	S132	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2400	S131	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2401	S130	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2516	S128	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2569	S125	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
2662	S124	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3020	S120	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3411	S114	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3422	S111	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3597	S107	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3671	S106	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3968	S102	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
3994	S100	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
4048	FG97	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
4122	FG95	Dubai	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
4338	FG94	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
FG144	FG9	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S27	FG89	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S114	FG87	Dubai	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S193	FG85	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S224	FG82	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S268	FG81	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S334	FG8	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S415	FG75	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
S473	FG7	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almehairi	Name 33a 
1366	203	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
1685	202	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
2119	198	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
2894	195	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
3318	194	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
3426	188	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
3458	184	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
S208	182	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
S209	180	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Almehrzi	Name 9b
2385	922	Dubai	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesafri	Other
S457	916	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesafri	Other
244	591	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesmari	Other
1700	589	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesmari	Other
2406	576	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesmari	Other
2968	571	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesmari	Other
S291	569	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almesmari	Other
1659	850	Abu Dhabi	Dubai_Emirati	Dubai_Emirati	Almuaini	Other
3308	846	Umm Al Quwain	Dubai_Emirati	Dubai_Emirati	Almuaini	Other
3457	843	Umm Al Quwain	Dubai_Emirati	Dubai_Emirati	Almuaini	Other
525	369	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
1094	361	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
2161	355	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
2422	351	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
2490	350	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
4123	347	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
4440	344	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
S137	338	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Almuhairbi	Name 8e
724	665	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alnahdi	Other
1458	642	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alnahdi	Other
3614	637	Dubai	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alnahdi	Other
3923	636	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alnahdi	Other
117	4122	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
161	4121	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
198	4115	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
281	4113	Ajman	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
323	4111	Dubai	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1255	4108	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1411	4104	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1561	4099	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1608	4093	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1617	4085	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1758	4082	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1857	4081	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1897	4079	Dubai	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
1965	4074	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2088	4065	Dubai	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2297	4062	Unknown	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2399	4054	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2423	4052	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2649	4051	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2694	4050	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2698	4048	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2803	4046	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2910	4042	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2966	4040	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
2981	4036	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3003	4034	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3235	4032	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3387	4031	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3479	4026	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3576	4025	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3653	4021	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3656	4016	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3666	4010	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3694	4008	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3732	4001	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3888	3996	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3906	3995	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3964	3994	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
3976	3991	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
4177	3989	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
4423	3983	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
4429	3978	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
4435	3976	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
FG5	3974	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
FG54	3971	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
FG114	3969	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
S7	3968	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
S25	3967	Dubai	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
S57	3966	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
S111	3964	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
S324	3952	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alnaqbi	Name 51 
306	401	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
1464	397	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
1492	394	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
2938	391	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
3563	387	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
FG37	384	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
S394	380	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
S413	378	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
3	4270	Ajman	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
162	4269	Unknown	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
361	4268	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
378	4267	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
617	4261	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
697	4259	Sharjah	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
863	4256	Sharjah	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
894	4255	Umm Al Quwain	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
916	4250	Sharjah	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
1074	4248	Sharjah	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
1365	4247	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
1539	4235	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
1654	4233	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
1671	4232	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
1674	4231	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2057	4218	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2264	4217	Ras Al Khaimah	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2268	4206	Umm Al Quwain	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2664	4201	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2865	4191	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2888	4187	Ras Al Khaimah	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2889	4185	Umm Al Quwain	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2950	4184	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
3465	4183	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
3473	4182	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
3520	4178	Ras Al Khaimah	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
3536	4177	Ras Al Khaimah	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
