IIDx	IID	KE_correct	GB	KE	Family	Name_number
23AJ57	#N/A	#N/A	Egypt	Egypt		
24AJ57	#N/A	#N/A	Egypt	Egypt		
egpg5305763	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305765	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305767	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305770	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305771	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305773	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305775	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305776	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305778	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305781	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305783	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305786	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305787	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305788	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305791	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305792	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305793	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305794	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305795	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305796	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305797	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305798	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305799	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305803	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305804	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305806	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305807	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305808	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305813	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305819	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305821	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305822	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305823	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305825	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305827	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305829	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305830	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305831	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305833	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305834	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305838	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305842	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305846	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305850	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305854	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305855	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305857	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305862	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305863	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305866	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305870	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305871	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305873	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305878	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305879	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305881	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305886	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305887	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305889	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305893	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305894	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305895	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305903	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305904	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305905	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305910	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305911	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305913	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305918	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305919	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305921	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305926	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305927	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305928	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305929	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305934	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305936	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305937	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305941	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305942	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305944	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305945	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305950	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305951	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305952	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305953	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305959	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305960	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305961	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305967	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305968	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305969	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305970	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305971	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305972	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305974	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305975	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305991	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305994	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305995	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5305998	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306000	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306003	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306006	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306007	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306008	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306011	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306015	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306016	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306019	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306022	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306030	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306031	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306032	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306038	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306040	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306042	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306043	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306046	#N/A	#N/A	Ethiopia	Ethiopia		
egpg5306048	#N/A	#N/A	Ethiopia	Ethiopia		
GS000013705-ASM	#N/A	#N/A	Kazakhstan	Western_Asia		
GS000013706-ASM	#N/A	#N/A	Kazakhstan	Western_Asia		
GS000013724-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000013739-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000013740-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000013741-ASM	#N/A	#N/A	Azerbaijan	Caucasus		
GS000013742-ASM	#N/A	#N/A	Azerbaijan	Caucasus		
GS000013745-ASM	#N/A	#N/A	Armenia	Caucasus		
GS000013746-ASM	#N/A	#N/A	Armenia	Caucasus		
GS000013747-ASM	#N/A	#N/A	Iran	Iran		
GS000013749-ASM	#N/A	#N/A	Armenia	Caucasus		
GS000013750-ASM	#N/A	#N/A	Armenia	Caucasus		
GS000013751-ASM	#N/A	#N/A	Armenia	Caucasus		
GS000013752-ASM	#N/A	#N/A	Kazakhstan	Western_Asia		
GS000013754-ASM	#N/A	#N/A	Bosnia-Herzegovina	South_Eastern_Europe		
GS000013755-ASM	#N/A	#N/A	Ukraine	Eastern_Europe		
GS000013757-ASM	#N/A	#N/A	Kyrgyzstan	Western_Asia		
GS000013758-ASM	#N/A	#N/A	Tajikistan	Western_Asia		
GS000014324-ASM	#N/A	#N/A	Belarus	Eastern_Europe		
GS000014325-ASM	#N/A	#N/A	Bosnia-Herzegovina	South_Eastern_Europe		
GS000014351-ASM	#N/A	#N/A	Belarus	Eastern_Europe		
GS000014352-ASM	#N/A	#N/A	Bosnia-Herzegovina	South_Eastern_Europe		
GS000014363-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014364-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014365-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014366-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014368-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014370-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014404-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014405-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014406-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014407-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014408-ASM	#N/A	#N/A	Georgia	Caucasus		
GS000014409-ASM	#N/A	#N/A	Georgia	Caucasus		
GS000014410-ASM	#N/A	#N/A	Georgia	Caucasus		
GS000014411-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014412-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014413-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014414-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014415-ASM	#N/A	#N/A	Kazakhstan	Western_Asia		
GS000014417-ASM	#N/A	#N/A	Tajikistan	Western_Asia		
GS000014421-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000014474-ASM	#N/A	#N/A	Jordan	Levant		
GS000014475-ASM	#N/A	#N/A	Iran	Iran		
GS000015869-ASM	#N/A	#N/A	Poland	Eastern_Europe		
GS000015870-ASM	#N/A	#N/A	Bosnia-Herzegovina	South_Eastern_Europe		
GS000015871-ASM	#N/A	#N/A	Bosnia-Herzegovina	South_Eastern_Europe		
GS000015872-ASM	#N/A	#N/A	Bosnia-Herzegovina	South_Eastern_Europe		
GS000015873-ASM	#N/A	#N/A	Bosnia-Herzegovina	South_Eastern_Europe		
GS000016104-ASM	#N/A	#N/A	Belarus	Eastern_Europe		
GS000016135-ASM	#N/A	#N/A	Israel	Levant		
GS000016136-ASM	#N/A	#N/A	Israel	Levant		
GS000016137-ASM	#N/A	#N/A	Israel	Levant		
GS000016170-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000016171-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000016172-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000016176-ASM	#N/A	#N/A	Kazakhstan	Western_Asia		
GS000016177-ASM	#N/A	#N/A	Kyrgyzstan	Western_Asia		
GS000016179-ASM	#N/A	#N/A	Iran	Iran		
GS000016181-ASM	#N/A	#N/A	Jordan	Levant		
GS000016187-ASM	#N/A	#N/A	Tajikistan	Western_Asia		
GS000016188-ASM	#N/A	#N/A	Tajikistan	Western_Asia		
GS000016189-ASM	#N/A	#N/A	Tajikistan	Western_Asia		
GS000016191-ASM	#N/A	#N/A	Kyrgyzstan	Western_Asia		
GS000016192-ASM	#N/A	#N/A	Tajikistan	Western_Asia		
GS000016193-ASM	#N/A	#N/A	Tajikistan	Western_Asia		
GS000016194-ASM	#N/A	#N/A	Tajikistan	Western_Asia		
GS000016195-ASM	#N/A	#N/A	Tajikistan	Western_Asia		
GS000016196-ASM	#N/A	#N/A	Tajikistan	Western_Asia		
GS000016197-ASM	#N/A	#N/A	Kyrgyzstan	Western_Asia		
GS000016206-ASM	#N/A	#N/A	Israel	Levant		
GS000016212-ASM	#N/A	#N/A	Israel	Levant		
GS000016213-ASM	#N/A	#N/A	Israel	Levant		
GS000016217-ASM	#N/A	#N/A	Israel	Levant		
GS000016798-ASM	#N/A	#N/A	India	South_Asia		
GS000016799-ASM	#N/A	#N/A	India	South_Asia		
GS000016800-ASM	#N/A	#N/A	India	South_Asia		
GS000016801-ASM	#N/A	#N/A	India	South_Asia		
GS000016802-ASM	#N/A	#N/A	India	South_Asia		
GS000016803-ASM	#N/A	#N/A	India	South_Asia		
GS000016804-ASM	#N/A	#N/A	India	South_Asia		
GS000016805-ASM	#N/A	#N/A	India	South_Asia		
GS000016806-ASM	#N/A	#N/A	India	South_Asia		
GS000016807-ASM	#N/A	#N/A	India	South_Asia		
GS000016808-ASM	#N/A	#N/A	India	South_Asia		
GS000016809-ASM	#N/A	#N/A	India	South_Asia		
GS000016821-ASM	#N/A	#N/A	India	South_Asia		
GS000016875-ASM	#N/A	#N/A	Iran	Iran		
GS000016885-ASM	#N/A	#N/A	Israel	Levant		
GS000016888-ASM	#N/A	#N/A	Poland	Eastern_Europe		
GS000016889-ASM	#N/A	#N/A	Poland	Eastern_Europe		
GS000016890-ASM	#N/A	#N/A	Poland	Eastern_Europe		
GS000016899-ASM	#N/A	#N/A	Moldova	South_Eastern_Europe		
GS000016900-ASM	#N/A	#N/A	Moldova	South_Eastern_Europe		
GS000016901-ASM	#N/A	#N/A	Ukraine	Eastern_Europe		
GS000016902-ASM	#N/A	#N/A	Hungary	Eastern_Europe		
GS000016903-ASM	#N/A	#N/A	Latvia	Eastern_Europe		
GS000016904-ASM	#N/A	#N/A	Lithuania	Eastern_Europe		
GS000016905-ASM	#N/A	#N/A	Lithuania	Eastern_Europe		
GS000016919-ASM	#N/A	#N/A	Estonia	Eastern_Europe		
GS000016964-ASM	#N/A	#N/A	India	South_Asia		
GS000016965-ASM	#N/A	#N/A	India	South_Asia		
GS000016966-ASM	#N/A	#N/A	India	South_Asia		
GS000017146-ASM	#N/A	#N/A	India	South_Asia		
GS000017169-ASM	#N/A	#N/A	Lebanon	Levant		
GS000017199-ASM	#N/A	#N/A	Estonia	Eastern_Europe		
GS000017206-ASM	#N/A	#N/A	Estonia	Eastern_Europe		
GS000017208-ASM	#N/A	#N/A	Estonia	Eastern_Europe		
GS000017209-ASM	#N/A	#N/A	Estonia	Eastern_Europe		
GS000017210-ASM	#N/A	#N/A	Estonia	Eastern_Europe		
GS000035021-ASM	#N/A	#N/A	Albania	South_Eastern_Europe		
GS000035027-ASM	#N/A	#N/A	Latvia	Eastern_Europe		
GS000035028-ASM	#N/A	#N/A	Uzbekistan	Western_Asia		
GS000035029-ASM	#N/A	#N/A	Uzbekistan	Western_Asia		
GS000035030-ASM	#N/A	#N/A	Uzbekistan	Western_Asia		
GS000035034-ASM	#N/A	#N/A	Bangladesh	South_Asia		
GS000035035-ASM	#N/A	#N/A	Bangladesh	South_Asia		
GS000035036-ASM	#N/A	#N/A	Bangladesh	South_Asia		
GS000035037-ASM	#N/A	#N/A	Nepal	South_Asia		
GS000035038-ASM	#N/A	#N/A	Nepal	South_Asia		
GS000035039-ASM	#N/A	#N/A	India	South_Asia		
GS000035040-ASM	#N/A	#N/A	Lithuania	Eastern_Europe		
GS000035113-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000035114-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000035115-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000035118-ASM	#N/A	#N/A	Uzbekistan	Western_Asia		
GS000035119-ASM	#N/A	#N/A	Uzbekistan	Western_Asia		
GS000035120-ASM	#N/A	#N/A	Uzbekistan	Western_Asia		
GS000035121-ASM	#N/A	#N/A	Ukraine	Eastern_Europe		
GS000035122-ASM	#N/A	#N/A	India	South_Asia		
GS000035123-ASM	#N/A	#N/A	India	South_Asia		
GS000035124-ASM	#N/A	#N/A	Armenia	Caucasus		
GS000035125-ASM	#N/A	#N/A	Armenia	Caucasus		
GS000035126-ASM	#N/A	#N/A	Armenia	Caucasus		
GS000035127-ASM	#N/A	#N/A	Kazakhstan	Western_Asia		
GS000035147-ASM	#N/A	#N/A	Albania	South_Eastern_Europe		
GS000035148-ASM	#N/A	#N/A	Latvia	Eastern_Europe		
GS000035150-ASM	#N/A	#N/A	Georgia	Caucasus		
GS000035173-ASM	#N/A	#N/A	Armenia	Caucasus		
GS000035174-ASM	#N/A	#N/A	Ukraine	Eastern_Europe		
GS000035175-ASM	#N/A	#N/A	Ukraine	Eastern_Europe		
GS000035176-ASM	#N/A	#N/A	Ukraine	Eastern_Europe		
GS000035177-ASM	#N/A	#N/A	Ukraine	Eastern_Europe		
GS000035178-ASM	#N/A	#N/A	Ukraine	Eastern_Europe		
GS000035237-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000035238-ASM	#N/A	#N/A	Ukraine	Eastern_Europe		
GS000035239-ASM	#N/A	#N/A	Ukraine	Eastern_Europe		
GS000035241-ASM	#N/A	#N/A	Belarus	Eastern_Europe		
GS000035243-ASM	#N/A	#N/A	Russia	Russian_Caucasus		
GS000035434-ASM	#N/A	#N/A	Albania	South_Eastern_Europe		
GS000035685-ASM	#N/A	#N/A	Georgia	Caucasus		
HG01500	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01501	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01503	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01504	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01506	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01507	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01509	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01510	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01512	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01513	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01515	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01516	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01518	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01519	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01521	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01522	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01524	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01525	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01527	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01528	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01530	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01531	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01536	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01537	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01583	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG01586	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG01589	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG01593	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG01602	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01603	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01605	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01606	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01607	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01608	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01610	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01612	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01613	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01615	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01617	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01618	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01619	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01620	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01623	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01624	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01625	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01626	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01628	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01630	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01631	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01632	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01668	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01669	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01670	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01672	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01673	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01675	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01676	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01678	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01679	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01680	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01682	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01684	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01685	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01686	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01694	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01695	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01697	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01699	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01700	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01702	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01704	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01705	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01707	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01708	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01709	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01710	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01746	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01747	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01756	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01757	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01761	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01762	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01765	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01766	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01767	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01768	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01770	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01771	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01773	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01775	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01776	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01777	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01779	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01781	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01783	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01784	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01785	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG01786	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02219	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02220	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02221	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02223	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02224	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02230	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02231	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02232	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02233	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02235	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02236	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02238	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02239	#N/A	#N/A	IBS_Spain	IBS_Spain		
HG02461	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02462	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02464	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02465	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02490	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG02491	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG02493	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG02494	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG02561	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02562	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02568	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02570	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02571	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02573	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02574	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02582	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02583	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02585	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02586	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02588	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02589	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02594	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02595	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02597	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG02600	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG02601	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG02603	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG02604	#N/A	#N/A	PJL_Pakistan	PJL_Pakistan		
HG02610	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02611	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02613	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02614	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02620	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02621	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02623	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02624	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02628	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02629	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
HG02634	#N/A	#N/A	GWD_Gambia	GWD_Gambia		
