IID	GB	KE	Family	Name_number
2938	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
3563	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
FG37	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
S394	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
S413	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alneyadi	Other
3	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
162	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
361	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
378	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
617	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
697	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
863	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
894	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
916	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
1074	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
1365	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
1539	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
1654	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
1671	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
1674	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2057	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2264	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2268	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2664	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2865	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2888	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2889	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
2950	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
3465	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
3473	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
3520	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
3536	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
3567	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
3591	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
4113	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
4159	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
4270	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
4302	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
4412	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
FG43	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
FG94	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
FG126	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
S182	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
S207	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
S257	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
S374	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
S390	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
S488	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
951	Ajman_Emirati	Ajman_Emirati	Alobaidly	Other
1949	Ajman_Emirati	Ajman_Emirati	Alobaidly	Other
2137	Ajman_Emirati	Ajman_Emirati	Alobaidly	Other
2786	Ajman_Emirati	Ajman_Emirati	Alobaidly	Other
4286	Ajman_Emirati	Ajman_Emirati	Alobaidly	Other
S160	Ajman_Emirati	Ajman_Emirati	Alobaidly	Other
1370	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alotaiba	Other
2238	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alotaiba	Other
475	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqamzi	Other
2549	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqamzi	Other
3669	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqamzi	Other
FG108	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqamzi	Other
387	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alqasimi	Other
814	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alqasimi	Other
188	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
954	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
2902	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
3053	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
3068	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
3919	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
4121	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
S197	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
S362	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
S376	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
S405	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
S469	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
203	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
213	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
287	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
298	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
666	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
839	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
865	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
971	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1077	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1199	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1243	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1573	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1576	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1627	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1801	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1852	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1910	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1956	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
2294	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
2469	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3018	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3066	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3228	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3393	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3397	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3562	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3592	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
4042	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
4170	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
4298	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
FG136	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
S304	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
521	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
739	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
994	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
1406	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
1510	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
1772	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
1887	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2070	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2093	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2202	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2289	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2342	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2578	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2604	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2847	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
3080	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
3291	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
3649	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
3966	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
4082	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
4182	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
FG132	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
S172	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
S419	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
S467	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
S482	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
240	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
243	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
745	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
1455	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
1959	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
2130	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
2739	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
3366	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
3524	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
4115	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
FG24	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
FG58	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
FG119	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
S94	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
S347	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
S481	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
83	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
221	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
331	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
452	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
498	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
821	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
978	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1190	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1202	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1245	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1269	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1271	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1643	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1657	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1666	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1795	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1841	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
2148	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
2926	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3360	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3361	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3388	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3407	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3415	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3535	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3664	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3745	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3914	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
4099	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
4175	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
4218	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
4247	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
FG81	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
FG135	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
FG138	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
S98	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
S261	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
S272	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
S280	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
S296	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
S492	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
35	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
166	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
194	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
347	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
407	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
483	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
522	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
683	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
687	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
782	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
882	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
886	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
931	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
932	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
966	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1021	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1031	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1061	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1113	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1194	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1324	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1477	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1521	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1565	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1660	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1754	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1919	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2194	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2278	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2441	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2543	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2608	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2692	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2821	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2859	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2877	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2885	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2919	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2928	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2972	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2979	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3019	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3097	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3174	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3274	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3317	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3456	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3461	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3530	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3559	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3571	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3612	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3632	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3647	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3746	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3902	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3974	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
4040	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
4172	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
4178	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
4217	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
FG56	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
FG85	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S56	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S93	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S100	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S107	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S120	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S147	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S152	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S195	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S196	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S200	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S202	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S233	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S234	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S240	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S243	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S308	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S330	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S337	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S353	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S356	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S416	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S423	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S437	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S466	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S470	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S480	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
604	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
630	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
1157	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
1612	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
1717	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
1791	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
2097	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
2206	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
2594	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
3311	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
3419	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
3910	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
4187	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
S263	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
796	Dubai_Emirati	Dubai_Emirati	Alsubhi	Other
81	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
437	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
597	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
888	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
1016	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
1623	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2324	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2372	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2751	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2752	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2791	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2857	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2969	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
3292	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
3343	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
3418	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
