IID	GB	KE	Family	Name_number
HG04094	ITU_India	ITU_India		
HG04096	ITU_India	ITU_India		
HG04098	ITU_India	ITU_India		
HG04099	STU_Sri_Lanka	STU_Sri_Lanka		
HG04100	STU_Sri_Lanka	STU_Sri_Lanka		
HG04106	STU_Sri_Lanka	STU_Sri_Lanka		
HG04107	STU_Sri_Lanka	STU_Sri_Lanka		
HG04118	ITU_India	ITU_India		
HG04131	BEB_Bengal	BEB_Bengal		
HG04134	BEB_Bengal	BEB_Bengal		
HG04140	BEB_Bengal	BEB_Bengal		
HG04141	BEB_Bengal	BEB_Bengal		
HG04144	BEB_Bengal	BEB_Bengal		
HG04146	BEB_Bengal	BEB_Bengal		
HG04152	BEB_Bengal	BEB_Bengal		
HG04153	BEB_Bengal	BEB_Bengal		
HG04155	BEB_Bengal	BEB_Bengal		
HG04156	BEB_Bengal	BEB_Bengal		
HG04158	BEB_Bengal	BEB_Bengal		
HG04159	BEB_Bengal	BEB_Bengal		
HG04161	BEB_Bengal	BEB_Bengal		
HG04162	BEB_Bengal	BEB_Bengal		
HG04164	BEB_Bengal	BEB_Bengal		
HG04171	BEB_Bengal	BEB_Bengal		
HG04173	BEB_Bengal	BEB_Bengal		
HG04176	BEB_Bengal	BEB_Bengal		
HG04177	BEB_Bengal	BEB_Bengal		
HG04180	BEB_Bengal	BEB_Bengal		
HG04182	BEB_Bengal	BEB_Bengal		
HG04183	BEB_Bengal	BEB_Bengal		
HG04185	BEB_Bengal	BEB_Bengal		
HG04186	BEB_Bengal	BEB_Bengal		
HG04188	BEB_Bengal	BEB_Bengal		
HG04189	BEB_Bengal	BEB_Bengal		
HG04194	BEB_Bengal	BEB_Bengal		
HG04195	BEB_Bengal	BEB_Bengal		
HG04198	ITU_India	ITU_India		
HG04200	ITU_India	ITU_India		
HG04202	ITU_India	ITU_India		
HG04206	ITU_India	ITU_India		
HG04209	ITU_India	ITU_India		
HG04210	STU_Sri_Lanka	STU_Sri_Lanka		
HG04211	ITU_India	ITU_India		
HG04212	ITU_India	ITU_India		
HG04214	ITU_India	ITU_India		
HG04216	ITU_India	ITU_India		
HG04219	ITU_India	ITU_India		
HG04222	ITU_India	ITU_India		
HG04225	ITU_India	ITU_India		
HG04227	STU_Sri_Lanka	STU_Sri_Lanka		
HG04229	STU_Sri_Lanka	STU_Sri_Lanka		
HG04235	ITU_India	ITU_India		
HG04238	ITU_India	ITU_India		
HG04239	ITU_India	ITU_India		
NA18486	YRI_Nigeria	YRI_Nigeria		
NA18488	YRI_Nigeria	YRI_Nigeria		
NA18489	YRI_Nigeria	YRI_Nigeria		
NA18498	YRI_Nigeria	YRI_Nigeria		
NA18499	YRI_Nigeria	YRI_Nigeria		
NA18501	YRI_Nigeria	YRI_Nigeria		
NA18502	YRI_Nigeria	YRI_Nigeria		
NA18504	YRI_Nigeria	YRI_Nigeria		
NA18505	YRI_Nigeria	YRI_Nigeria		
NA18507	YRI_Nigeria	YRI_Nigeria		
NA18508	YRI_Nigeria	YRI_Nigeria		
NA18510	YRI_Nigeria	YRI_Nigeria		
NA18511	YRI_Nigeria	YRI_Nigeria		
NA18516	YRI_Nigeria	YRI_Nigeria		
NA18517	YRI_Nigeria	YRI_Nigeria		
NA18519	YRI_Nigeria	YRI_Nigeria		
NA18520	YRI_Nigeria	YRI_Nigeria		
NA18522	YRI_Nigeria	YRI_Nigeria		
NA18523	YRI_Nigeria	YRI_Nigeria		
NA18853	YRI_Nigeria	YRI_Nigeria		
NA18856	YRI_Nigeria	YRI_Nigeria		
NA18858	YRI_Nigeria	YRI_Nigeria		
NA18861	YRI_Nigeria	YRI_Nigeria		
NA18864	YRI_Nigeria	YRI_Nigeria		
NA18865	YRI_Nigeria	YRI_Nigeria		
NA18867	YRI_Nigeria	YRI_Nigeria		
NA18868	YRI_Nigeria	YRI_Nigeria		
NA18870	YRI_Nigeria	YRI_Nigeria		
NA18871	YRI_Nigeria	YRI_Nigeria		
NA18873	YRI_Nigeria	YRI_Nigeria		
NA18874	YRI_Nigeria	YRI_Nigeria		
NA18876	YRI_Nigeria	YRI_Nigeria		
NA18877	YRI_Nigeria	YRI_Nigeria		
NA18878	YRI_Nigeria	YRI_Nigeria		
NA18879	YRI_Nigeria	YRI_Nigeria		
NA18881	YRI_Nigeria	YRI_Nigeria		
NA18907	YRI_Nigeria	YRI_Nigeria		
NA18908	YRI_Nigeria	YRI_Nigeria		
NA18909	YRI_Nigeria	YRI_Nigeria		
NA18910	YRI_Nigeria	YRI_Nigeria		
NA18912	YRI_Nigeria	YRI_Nigeria		
NA18915	YRI_Nigeria	YRI_Nigeria		
NA18916	YRI_Nigeria	YRI_Nigeria		
NA18917	YRI_Nigeria	YRI_Nigeria		
NA18923	YRI_Nigeria	YRI_Nigeria		
NA18924	YRI_Nigeria	YRI_Nigeria		
NA18933	YRI_Nigeria	YRI_Nigeria		
NA18934	YRI_Nigeria	YRI_Nigeria		
NA19017	LWK_Kenya	LWK_Kenya		
NA19019	LWK_Kenya	LWK_Kenya		
NA19020	LWK_Kenya	LWK_Kenya		
NA19023	LWK_Kenya	LWK_Kenya		
NA19024	LWK_Kenya	LWK_Kenya		
NA19025	LWK_Kenya	LWK_Kenya		
NA19026	LWK_Kenya	LWK_Kenya		
NA19027	LWK_Kenya	LWK_Kenya		
NA19028	LWK_Kenya	LWK_Kenya		
NA19030	LWK_Kenya	LWK_Kenya		
NA19031	LWK_Kenya	LWK_Kenya		
NA19035	LWK_Kenya	LWK_Kenya		
NA19036	LWK_Kenya	LWK_Kenya		
NA19037	LWK_Kenya	LWK_Kenya		
NA19038	LWK_Kenya	LWK_Kenya		
NA19041	LWK_Kenya	LWK_Kenya		
NA19042	LWK_Kenya	LWK_Kenya		
NA19043	LWK_Kenya	LWK_Kenya		
NA19092	YRI_Nigeria	YRI_Nigeria		
NA19093	YRI_Nigeria	YRI_Nigeria		
NA19095	YRI_Nigeria	YRI_Nigeria		
NA19096	YRI_Nigeria	YRI_Nigeria		
NA19098	YRI_Nigeria	YRI_Nigeria		
NA19099	YRI_Nigeria	YRI_Nigeria		
NA19102	YRI_Nigeria	YRI_Nigeria		
NA19107	YRI_Nigeria	YRI_Nigeria		
NA19108	YRI_Nigeria	YRI_Nigeria		
NA19113	YRI_Nigeria	YRI_Nigeria		
NA19114	YRI_Nigeria	YRI_Nigeria		
NA19116	YRI_Nigeria	YRI_Nigeria		
NA19117	YRI_Nigeria	YRI_Nigeria		
NA19118	YRI_Nigeria	YRI_Nigeria		
NA19119	YRI_Nigeria	YRI_Nigeria		
NA19121	YRI_Nigeria	YRI_Nigeria		
NA19129	YRI_Nigeria	YRI_Nigeria		
NA19130	YRI_Nigeria	YRI_Nigeria		
NA19131	YRI_Nigeria	YRI_Nigeria		
NA19137	YRI_Nigeria	YRI_Nigeria		
NA19138	YRI_Nigeria	YRI_Nigeria		
NA19141	YRI_Nigeria	YRI_Nigeria		
NA19143	YRI_Nigeria	YRI_Nigeria		
NA19144	YRI_Nigeria	YRI_Nigeria		
NA19146	YRI_Nigeria	YRI_Nigeria		
NA19147	YRI_Nigeria	YRI_Nigeria		
NA19149	YRI_Nigeria	YRI_Nigeria		
NA19152	YRI_Nigeria	YRI_Nigeria		
NA19153	YRI_Nigeria	YRI_Nigeria		
NA19159	YRI_Nigeria	YRI_Nigeria		
NA19160	YRI_Nigeria	YRI_Nigeria		
NA19171	YRI_Nigeria	YRI_Nigeria		
NA19172	YRI_Nigeria	YRI_Nigeria		
NA19175	YRI_Nigeria	YRI_Nigeria		
NA19184	YRI_Nigeria	YRI_Nigeria		
NA19185	YRI_Nigeria	YRI_Nigeria		
NA19189	YRI_Nigeria	YRI_Nigeria		
NA19190	YRI_Nigeria	YRI_Nigeria		
NA19197	YRI_Nigeria	YRI_Nigeria		
NA19198	YRI_Nigeria	YRI_Nigeria		
NA19200	YRI_Nigeria	YRI_Nigeria		
NA19201	YRI_Nigeria	YRI_Nigeria		
NA19204	YRI_Nigeria	YRI_Nigeria		
NA19206	YRI_Nigeria	YRI_Nigeria		
NA19207	YRI_Nigeria	YRI_Nigeria		
NA19209	YRI_Nigeria	YRI_Nigeria		
NA19210	YRI_Nigeria	YRI_Nigeria		
NA19213	YRI_Nigeria	YRI_Nigeria		
NA19214	YRI_Nigeria	YRI_Nigeria		
NA19222	YRI_Nigeria	YRI_Nigeria		
NA19223	YRI_Nigeria	YRI_Nigeria		
NA19225	YRI_Nigeria	YRI_Nigeria		
NA19235	YRI_Nigeria	YRI_Nigeria		
NA19236	YRI_Nigeria	YRI_Nigeria		
NA19238	YRI_Nigeria	YRI_Nigeria		
NA19239	YRI_Nigeria	YRI_Nigeria		
NA19247	YRI_Nigeria	YRI_Nigeria		
NA19248	YRI_Nigeria	YRI_Nigeria		
NA19256	YRI_Nigeria	YRI_Nigeria		
NA19257	YRI_Nigeria	YRI_Nigeria		
NA19307	LWK_Kenya	LWK_Kenya		
NA19308	LWK_Kenya	LWK_Kenya		
NA19309	LWK_Kenya	LWK_Kenya		
NA19310	LWK_Kenya	LWK_Kenya		
NA19312	LWK_Kenya	LWK_Kenya		
NA19314	LWK_Kenya	LWK_Kenya		
NA19315	LWK_Kenya	LWK_Kenya		
NA19316	LWK_Kenya	LWK_Kenya		
NA19317	LWK_Kenya	LWK_Kenya		
NA19318	LWK_Kenya	LWK_Kenya		
NA19319	LWK_Kenya	LWK_Kenya		
NA19320	LWK_Kenya	LWK_Kenya		
NA19321	LWK_Kenya	LWK_Kenya		
NA19323	LWK_Kenya	LWK_Kenya		
NA19324	LWK_Kenya	LWK_Kenya		
NA19327	LWK_Kenya	LWK_Kenya		
NA19328	LWK_Kenya	LWK_Kenya		
NA19331	LWK_Kenya	LWK_Kenya		
NA19332	LWK_Kenya	LWK_Kenya		
NA19334	LWK_Kenya	LWK_Kenya		
NA19338	LWK_Kenya	LWK_Kenya		
NA19346	LWK_Kenya	LWK_Kenya		
NA19347	LWK_Kenya	LWK_Kenya		
NA19350	LWK_Kenya	LWK_Kenya		
NA19351	LWK_Kenya	LWK_Kenya		
NA19355	LWK_Kenya	LWK_Kenya		
NA19360	LWK_Kenya	LWK_Kenya		
NA19372	LWK_Kenya	LWK_Kenya		
NA19374	LWK_Kenya	LWK_Kenya		
NA19375	LWK_Kenya	LWK_Kenya		
NA19376	LWK_Kenya	LWK_Kenya		
NA19377	LWK_Kenya	LWK_Kenya		
NA19378	LWK_Kenya	LWK_Kenya		
NA19379	LWK_Kenya	LWK_Kenya		
NA19380	LWK_Kenya	LWK_Kenya		
NA19383	LWK_Kenya	LWK_Kenya		
NA19384	LWK_Kenya	LWK_Kenya		
NA19385	LWK_Kenya	LWK_Kenya		
NA19390	LWK_Kenya	LWK_Kenya		
NA19391	LWK_Kenya	LWK_Kenya		
NA19393	LWK_Kenya	LWK_Kenya		
NA19394	LWK_Kenya	LWK_Kenya		
NA19395	LWK_Kenya	LWK_Kenya		
NA19397	LWK_Kenya	LWK_Kenya		
NA19399	LWK_Kenya	LWK_Kenya		
NA19401	LWK_Kenya	LWK_Kenya		
NA19403	LWK_Kenya	LWK_Kenya		
NA19404	LWK_Kenya	LWK_Kenya		
NA19428	LWK_Kenya	LWK_Kenya		
NA19429	LWK_Kenya	LWK_Kenya		
NA19430	LWK_Kenya	LWK_Kenya		
NA19431	LWK_Kenya	LWK_Kenya		
NA19434	LWK_Kenya	LWK_Kenya		
NA19435	LWK_Kenya	LWK_Kenya		
NA19436	LWK_Kenya	LWK_Kenya		
NA19437	LWK_Kenya	LWK_Kenya		
NA19438	LWK_Kenya	LWK_Kenya		
NA19439	LWK_Kenya	LWK_Kenya		
NA19440	LWK_Kenya	LWK_Kenya		
NA19443	LWK_Kenya	LWK_Kenya		
NA19445	LWK_Kenya	LWK_Kenya		
NA19446	LWK_Kenya	LWK_Kenya		
NA19448	LWK_Kenya	LWK_Kenya		
NA19449	LWK_Kenya	LWK_Kenya		
NA19451	LWK_Kenya	LWK_Kenya		
NA19452	LWK_Kenya	LWK_Kenya		
NA19454	LWK_Kenya	LWK_Kenya		
NA19455	LWK_Kenya	LWK_Kenya		
NA19456	LWK_Kenya	LWK_Kenya		
NA19457	LWK_Kenya	LWK_Kenya		
NA19461	LWK_Kenya	LWK_Kenya		
NA19462	LWK_Kenya	LWK_Kenya		
NA19463	LWK_Kenya	LWK_Kenya		
NA19466	LWK_Kenya	LWK_Kenya		
NA19467	LWK_Kenya	LWK_Kenya		
NA19468	LWK_Kenya	LWK_Kenya		
NA19471	LWK_Kenya	LWK_Kenya		
NA19472	LWK_Kenya	LWK_Kenya		
NA19473	LWK_Kenya	LWK_Kenya		
NA19474	LWK_Kenya	LWK_Kenya		
NA19475	LWK_Kenya	LWK_Kenya		
NA20502	TSI_Italy	TSI_Italy		
NA20503	TSI_Italy	TSI_Italy		
NA20504	TSI_Italy	TSI_Italy		
NA20505	TSI_Italy	TSI_Italy		
NA20506	TSI_Italy	TSI_Italy		
NA20507	TSI_Italy	TSI_Italy		
NA20508	TSI_Italy	TSI_Italy		
NA20509	TSI_Italy	TSI_Italy		
NA20510	TSI_Italy	TSI_Italy		
NA20511	TSI_Italy	TSI_Italy		
NA20512	TSI_Italy	TSI_Italy		
NA20513	TSI_Italy	TSI_Italy		
NA20514	TSI_Italy	TSI_Italy		
NA20515	TSI_Italy	TSI_Italy		
NA20516	TSI_Italy	TSI_Italy		
NA20517	TSI_Italy	TSI_Italy		
NA20518	TSI_Italy	TSI_Italy		
NA20519	TSI_Italy	TSI_Italy		
NA20520	TSI_Italy	TSI_Italy		
NA20521	TSI_Italy	TSI_Italy		
NA20522	TSI_Italy	TSI_Italy		
NA20524	TSI_Italy	TSI_Italy		
NA20525	TSI_Italy	TSI_Italy		
NA20527	TSI_Italy	TSI_Italy		
NA20528	TSI_Italy	TSI_Italy		
NA20529	TSI_Italy	TSI_Italy		
NA20530	TSI_Italy	TSI_Italy		
NA20531	TSI_Italy	TSI_Italy		
NA20532	TSI_Italy	TSI_Italy		
NA20533	TSI_Italy	TSI_Italy		
NA20534	TSI_Italy	TSI_Italy		
NA20535	TSI_Italy	TSI_Italy		
NA20536	TSI_Italy	TSI_Italy		
NA20538	TSI_Italy	TSI_Italy		
NA20539	TSI_Italy	TSI_Italy		
NA20540	TSI_Italy	TSI_Italy		
NA20541	TSI_Italy	TSI_Italy		
NA20542	TSI_Italy	TSI_Italy		
NA20543	TSI_Italy	TSI_Italy		
NA20544	TSI_Italy	TSI_Italy		
NA20581	TSI_Italy	TSI_Italy		
NA20582	TSI_Italy	TSI_Italy		
NA20585	TSI_Italy	TSI_Italy		
NA20586	TSI_Italy	TSI_Italy		
NA20587	TSI_Italy	TSI_Italy		
NA20588	TSI_Italy	TSI_Italy		
NA20589	TSI_Italy	TSI_Italy		
NA20752	TSI_Italy	TSI_Italy		
NA20753	TSI_Italy	TSI_Italy		
NA20754	TSI_Italy	TSI_Italy		
NA20755	TSI_Italy	TSI_Italy		
NA20756	TSI_Italy	TSI_Italy		
NA20757	TSI_Italy	TSI_Italy		
NA20758	TSI_Italy	TSI_Italy		
NA20759	TSI_Italy	TSI_Italy		
NA20760	TSI_Italy	TSI_Italy		
NA20761	TSI_Italy	TSI_Italy		
NA20762	TSI_Italy	TSI_Italy		
NA20763	TSI_Italy	TSI_Italy		
NA20764	TSI_Italy	TSI_Italy		
NA20765	TSI_Italy	TSI_Italy		
NA20766	TSI_Italy	TSI_Italy		
NA20767	TSI_Italy	TSI_Italy		
NA20768	TSI_Italy	TSI_Italy		
NA20769	TSI_Italy	TSI_Italy		
NA20770	TSI_Italy	TSI_Italy		
NA20771	TSI_Italy	TSI_Italy		
NA20772	TSI_Italy	TSI_Italy		
NA20773	TSI_Italy	TSI_Italy		
NA20774	TSI_Italy	TSI_Italy		
NA20775	TSI_Italy	TSI_Italy		
NA20778	TSI_Italy	TSI_Italy		
NA20783	TSI_Italy	TSI_Italy		
NA20785	TSI_Italy	TSI_Italy		
NA20786	TSI_Italy	TSI_Italy		
NA20787	TSI_Italy	TSI_Italy		
NA20790	TSI_Italy	TSI_Italy		
NA20792	TSI_Italy	TSI_Italy		
NA20795	TSI_Italy	TSI_Italy		
NA20796	TSI_Italy	TSI_Italy		
NA20797	TSI_Italy	TSI_Italy		
NA20798	TSI_Italy	TSI_Italy		
NA20799	TSI_Italy	TSI_Italy		
NA20800	TSI_Italy	TSI_Italy		
NA20801	TSI_Italy	TSI_Italy		
NA20802	TSI_Italy	TSI_Italy		
NA20803	TSI_Italy	TSI_Italy		
NA20804	TSI_Italy	TSI_Italy		
NA20805	TSI_Italy	TSI_Italy		
NA20806	TSI_Italy	TSI_Italy		
NA20807	TSI_Italy	TSI_Italy		
NA20808	TSI_Italy	TSI_Italy		
NA20809	TSI_Italy	TSI_Italy		
NA20810	TSI_Italy	TSI_Italy		
NA20811	TSI_Italy	TSI_Italy		
NA20812	TSI_Italy	TSI_Italy		
NA20813	TSI_Italy	TSI_Italy		
NA20814	TSI_Italy	TSI_Italy		
NA20815	TSI_Italy	TSI_Italy		
NA20818	TSI_Italy	TSI_Italy		
NA20819	TSI_Italy	TSI_Italy		
NA20821	TSI_Italy	TSI_Italy		
NA20822	TSI_Italy	TSI_Italy		
NA20826	TSI_Italy	TSI_Italy		
NA20827	TSI_Italy	TSI_Italy		
NA20828	TSI_Italy	TSI_Italy		
NA20832	TSI_Italy	TSI_Italy		
NA20845	GIH_India	GIH_India		
NA20846	GIH_India	GIH_India		
NA20847	GIH_India	GIH_India		
NA20849	GIH_India	GIH_India		
NA20850	GIH_India	GIH_India		
NA20851	GIH_India	GIH_India		
NA20852	GIH_India	GIH_India		
NA20853	GIH_India	GIH_India		
NA20854	GIH_India	GIH_India		
NA20856	GIH_India	GIH_India		
NA20858	GIH_India	GIH_India		
NA20859	GIH_India	GIH_India		
NA20861	GIH_India	GIH_India		
NA20862	GIH_India	GIH_India		
NA20863	GIH_India	GIH_India		
NA20864	GIH_India	GIH_India		
NA20866	GIH_India	GIH_India		
NA20867	GIH_India	GIH_India		
NA20868	GIH_India	GIH_India		
NA20869	GIH_India	GIH_India		
NA20870	GIH_India	GIH_India		
NA20872	GIH_India	GIH_India		
NA20874	GIH_India	GIH_India		
NA20875	GIH_India	GIH_India		
NA20876	GIH_India	GIH_India		
NA20877	GIH_India	GIH_India		
NA20878	GIH_India	GIH_India		
NA20881	GIH_India	GIH_India		
NA20882	GIH_India	GIH_India		
NA20884	GIH_India	GIH_India		
NA20885	GIH_India	GIH_India		
NA20886	GIH_India	GIH_India		
NA20887	GIH_India	GIH_India		
NA20888	GIH_India	GIH_India		
NA20889	GIH_India	GIH_India		
NA20890	GIH_India	GIH_India		
NA20891	GIH_India	GIH_India		
NA20892	GIH_India	GIH_India		
NA20894	GIH_India	GIH_India		
NA20895	GIH_India	GIH_India		
NA20896	GIH_India	GIH_India		
NA20897	GIH_India	GIH_India		
NA20899	GIH_India	GIH_India		
NA20900	GIH_India	GIH_India		
NA20901	GIH_India	GIH_India		
NA20902	GIH_India	GIH_India		
NA20903	GIH_India	GIH_India		
NA20904	GIH_India	GIH_India		
NA20905	GIH_India	GIH_India		
NA20906	GIH_India	GIH_India		
NA20908	GIH_India	GIH_India		
NA20910	GIH_India	GIH_India		
NA20911	GIH_India	GIH_India		
NA21086	GIH_India	GIH_India		
NA21087	GIH_India	GIH_India		
NA21088	GIH_India	GIH_India		
NA21089	GIH_India	GIH_India		
NA21090	GIH_India	GIH_India		
NA21091	GIH_India	GIH_India		
NA21092	GIH_India	GIH_India		
NA21093	GIH_India	GIH_India		
NA21094	GIH_India	GIH_India		
NA21095	GIH_India	GIH_India		
NA21097	GIH_India	GIH_India		
NA21098	GIH_India	GIH_India		
NA21099	GIH_India	GIH_India		
NA21100	GIH_India	GIH_India		
NA21101	GIH_India	GIH_India		
NA21102	GIH_India	GIH_India		
NA21103	GIH_India	GIH_India		
NA21104	GIH_India	GIH_India		
NA21105	GIH_India	GIH_India		
NA21106	GIH_India	GIH_India		
NA21107	GIH_India	GIH_India		
NA21108	GIH_India	GIH_India		
NA21109	GIH_India	GIH_India		
NA21110	GIH_India	GIH_India		
NA21111	GIH_India	GIH_India		
NA21112	GIH_India	GIH_India		
NA21113	GIH_India	GIH_India		
NA21114	GIH_India	GIH_India		
NA21115	GIH_India	GIH_India		
NA21116	GIH_India	GIH_India		
NA21117	GIH_India	GIH_India		
NA21118	GIH_India	GIH_India		
NA21119	GIH_India	GIH_India		
NA21120	GIH_India	GIH_India		
NA21122	GIH_India	GIH_India		
NA21123	GIH_India	GIH_India		
NA21124	GIH_India	GIH_India		
NA21125	GIH_India	GIH_India		
NA21126	GIH_India	GIH_India		
NA21127	GIH_India	GIH_India		
NA21128	GIH_India	GIH_India		
NA21129	GIH_India	GIH_India		
NA21130	GIH_India	GIH_India		
NA21133	GIH_India	GIH_India		
NA21135	GIH_India	GIH_India		
NA21137	GIH_India	GIH_India		
NA21141	GIH_India	GIH_India		
NA21142	GIH_India	GIH_India		
NA21143	GIH_India	GIH_India		
NA21144	GIH_India	GIH_India		
